Tender Title,Label,Tender No and date,Plant/Unit,Tender issue date and time,Bid Submission Closing date and Time,Remarks,Label_Code
"NITROGEN AND OXYGEN MEASUREMENT FOR RAIL STEEL IN TUNDISH OF BLOOM CUM BILLET CASTER CV-1, SMS-3, BHILAI STEEL PLANT.",skilled_manpower,GM ( CC- W) / SMS-3 -CCP-Operation / EP- 2020200044 / ST / Date: 04.05.2020,Bhilai Steel Plant,May 11 2020  5:00:00:000PM,May 14 2020  2:00:00:000PM, --  ,6
"Comprehensive contract proposal for the mechanical maintenance jobs in BOF equipment in SMS-3, Bhilai steel Plant.",skilled_manpower,GM ( CC- W) / SMS-3 BOF -Maint .-Me / EP- 2020200011 / LT / Date: 03.04.2020,Bhilai Steel Plant,Apr  8 2020  3:00:00:000PM,Apr 14 2020  2:00:00:000PM, --  ,6
Processing of 105X105 mm billets for export and Unitisation of Blooms & Billets at B.B.M. before despatch.,none,GM ( CC- W) / SMS-3 BOF -Operat ion / EP- 2020200046 / LT / Date: 06.05.2020,Bhilai Steel Plant,May  6 2020  2:00:00:000PM,May  7 2020  2:00:00:000PM, --  ,4
Providing assistance jobs for routine mechanical maintenance in sinter machine area of M/c-1 of SP-III,unskilled_manpower ,GM ( CC- W) / SP-3-Mech Maint / EP- 2020300008 / LTR / Date: 23.04.2020,Bhilai Steel Plant,Apr 29 2020  6:00:00:000PM,May 12 2020  2:00:00:000PM, --  ,7
Providing assistance jobs for round the clock routine mechanical maintenance in mechanical shifts in Sinter Machine Area SP-III,skilled_manpower,GM ( CC- W) / SP-3-Mech Maint / EP- 2020300019 / LTR / Date: 15.04.2020,Bhilai Steel Plant,Apr 20 2020  5:00:00:000PM,Apr 30 2020  2:00:00:000PM, --  ,6
Providing assistance jobs for routine mechanical maintenance in Raw Material section of SP-III.,unskilled_manpower ,GM ( CC- W) / SP-3-Mech Maint / EP- 2020300020 / LTR / Date: 15.04.2020,Bhilai Steel Plant,Apr 18 2020  6:00:00:000PM,Apr 28 2020  2:00:00:000PM, --  ,7
Providing assistance jobs for routine mechanical maintenance in sinter machine area of M/c-2 of SP-III,unskilled_manpower ,GM ( CC- W) / SP-3-Mech Maint / EP- 2020300034 / LTR / Date: 16.04.2020,Bhilai Steel Plant,Apr 18 2020  6:00:00:000PM,Apr 28 2020  2:00:00:000PM, --  ,7
Providing assistance jobs in Area Repair Shop and Tech Cell of SP-III,unskilled_manpower ,GM ( CC- W) / SP-3-Mech Maint / EP- 2020300035 / LTR / Date: 16.04.2020,Bhilai Steel Plant,Apr 20 2020  5:00:00:000PM,Apr 30 2020  2:00:00:000PM, --  ,7
Construction of walkway near railway tracks of T&D.,unskilled_manpower ,GM ( CC- W) / T& D-Civil & Utility / EP- 2020300010 / LTR / Date: 30.04.2020,Bhilai Steel Plant,May  8 2020  5:00:00:000PM,May 19 2020  2:00:00:000PM, --  ,7
RY (YEARLY) maintenance of HHP Locos.,skilled_manpower,GM ( CC- W) / T& D-Loco Repair Shop / EP- 2019300998 / LTR / Date: 21.03.2020,Bhilai Steel Plant,Mar 31 2020  4:00:00:000PM,Apr 16 2020  2:00:00:000PM, --  ,6
Capital Repair of locos,skilled_manpower,GM ( CC- W) / T& D-Loco Repair Shop / EP- 2019301041 / LTR / Date: 24.03.2020,Bhilai Steel Plant,Apr  4 2020  5:00:00:000PM,Apr 16 2020  2:00:00:000PM, --  ,6
REPAIR OF DUMP CAR STRUCTURAL AND PNEUMATIC SYSTEMS (DETAILS AS PER SCOPE OF WORK).,skilled_manpower,GM ( CC- W) / T& D-Wagon Repair Sh. / EP- 2019300993 / LTR / Date: 07.03.2020,Bhilai Steel Plant,Mar 11 2020  5:00:00:000PM,Mar 24 2020  2:00:00:000PM, --  ,6
Repair & Maintenance jobs from Mechanical side on locomotives/equipments/parts.,skilled_manpower,GM ( CC- W) / T&D-Loco Repair Shop / EP- 2020300068 / LTR / Date: 12.05.2020,Bhilai Steel Plant,May 19 2020  5:00:00:000PM,May 28 2020  2:00:00:000PM, --  ,6
Overh. of bogies & Maint of Rail Cranes,skilled_manpower,GM ( CC- W) / T&D-Loco Repair Shop / EP- 2020300085 / LTR / Date: 06.05.2020,Bhilai Steel Plant,May 19 2020  5:00:00:000PM,May 28 2020  2:00:00:000PM, --  ,6
Round the Clock Maintenance and Repair of S&T System in Signalling section of T&D Organisation.,skilled_manpower,GM ( CC- W) / T&D-Signalling / EP- 2020300071 / OT / Date: 30.04.2020,Bhilai Steel Plant,May 15 2020  5:00:00:000PM,May 28 2020  2:00:00:000PM, --  ,6
EXTENSIVE REPAIR/REVAMPING OF HEAVY-DUTY WAGONS.,skilled_manpower,GM ( CC- W) / T&D-Wagon Repair Sh. / EP- 2019300985 / LTR / Date: 11.03.2020,Bhilai Steel Plant,Mar 12 2020 12:00:00:000PM,Mar 24 2020  2:00:00:000PM, --  ,6
"Repair & maintenance of various internal wagons like BOBS, BRH, BOX, BOBX, BOBC, PLOUGH CAR, TTC, BTC, FTC etc of T&D Organisation (Details as per scope of work).",skilled_manpower,GM ( CC- W) / T&D-Wagon Repair Sh. / EP- 2019301019 / LTR / Date: 16.03.2020,Bhilai Steel Plant,Mar 19 2020  5:00:00:000PM,Mar 31 2020  2:00:00:000PM, --  ,6
"Cleaning of Dcar, HDW wagon, NPC wagon, Weigh bridges and shop floor cleaning with house keeping (details as per scope of work).",unskilled_manpower ,GM ( CC- W) / T&D-Wagon Repair Sh. / EP- 2020300007 / LTR / Date: 23.04.2020,Bhilai Steel Plant,May  1 2020  5:30:00:000PM,May 14 2020  2:00:00:000PM, --  ,7
Shunting operation of 16 Locos of Traffic department .,unskilled_manpower ,GM ( CC- W) / Traffic-Operations / EP- 2020300005 / OT / Date: 17.04.2020,Bhilai Steel Plant,May  8 2020  5:00:00:000PM,May 28 2020  2:00:00:000PM, --  ,7
Laying of new (3rd) line for BF # 1 to 6 Furnace cooling water circuit from PH # 2 on LTE basis.,skilled_manpower,GM ( CC- W) / Water Mgmt -Genrl / EP- 2020200002 / LT / Date: 02.04.2020,Bhilai Steel Plant,Apr 15 2020 12:00:00:000PM,Apr 23 2020  2:00:00:000PM, --  ,6
CLADDING / REPAIR OF PIPELINES,skilled_manpower,GM ( CC- W) / Water Mgmt-Genrl / EP- 2020200041 / LT / Date: 27.04.2020,Bhilai Steel Plant,May  1 2020  5:30:00:000PM,May 12 2020  2:00:00:000PM, --  ,6
Providing enabling and skilled services to take up various pipeline maintenance & crane operating services in Pipeline Maintenance-I & II Sections of Water Management Department.,skilled_manpower,GM ( CC- W) / Water Mgmt-Genrl / EP- 2020300046 / LTR / Date: 23.04.2020,Bhilai Steel Plant,Apr 25 2020  5:00:00:000PM,May 12 2020  2:00:00:000PM, --  ,6
Capital Repairs of all the Six Nos. of Rotary screens in Pump House 31 OF WMD.,skilled_manpower,GM ( CC- W) / Water Mgmt-Mech / EP- 2020300090 / LTR / Date: 14.05.2020,Bhilai Steel Plant,May 15 2020  5:00:00:000PM,May 21 2020  2:00:00:000PM,Corr,6
"Health Risk and its assessment of Water Treatment at WTP, Maroda.",skilled_manpower,GM ( CC- W) / Water Mgmt-Opr / EP- 2019301032 / LTR / Date: 21.03.2020,Bhilai Steel Plant,Mar 23 2020  4:00:00:000PM,May 19 2020  2:00:00:000PM,Corr,6
“Balance of Civil Works for Construction of Flyover No.2 at Bhilai Steel Plant. (Pkg 111-01C).”,skilled_manpower,GM (PCC-NTK)/5(3159)/20/182 Date: 05/03/2020,Bhilai Steel Plant,Mar  5 2020  6:00:00:000PM,May 28 2020 11:00:00:000AM,Corr,6
Providing chain-link fencing & shed for protection of ETP at DMM.,none,GM(CC)//RAJ/1130016725/CC-128(19-20)/LTR-115(Ext-I)/19-20/2994            Date:- 18.03.2020,Bhilai Steel Plant,Mar 18 2020  1:00:00:000PM,Mar 24 2020 11:30:00:000AM, --  ,4
1st Extension of date (Second attempt) for the tender of “Installation of LED Fixtures at C&S Plant Rajhara. ( Phase-II)”.,skilled_manpower,GM(CC)/Mines/1130015180/ CC-233(19-20)/LTE-127(Ext-I)/19-20/2988      Date:-16.03.2020,Bhilai Steel Plant,Mar 16 2020  6:00:00:000PM,Mar 24 2020 11:30:00:000AM, --  ,6
"Filtration of Transformer oil of Transformers at MSDS, C&S Plant & other locations.",skilled_manpower,GM(CC)/Mines/1130016155/CC-59(19-20)/LTE-138/19-20/2995 DATE:- 18.03.2020,Bhilai Steel Plant,Mar 18 2020  5:00:00:000PM,Mar 24 2020 11:30:00:000AM, --  ,6
Flooring of EMM garage at Dalli Mech. Mine,unskilled_manpower ,GM(CC)/Mines/1130016159/CC-83(19-20)/LTR-137/19-20/2992DATE:-17.03.2020,Bhilai Steel Plant,Mar 17 2020  6:00:00:000PM,Mar 24 2020 11:30:00:000AM, --  ,7
Hiring 01 nos. diesel operated Double Door Multi-Utility Vehicle (Tata 207/Bolero pickup/Bolero Max Truck etc.) of Model January 2015 or any later Model on hire basis for IND Civil Rajhara,vehicle/equipment_hiring,GM(CC)/Mines/1130017085/CC-174(19-20)/LTE-08/132DATE:-12.05.2020,Bhilai Steel Plant,May 13 2020 11:00:00:000AM,May 19 2020 11:30:00:000AM, --  ,8
"""Hiring of small capacity back hoe loader"" and Operation and providing enabling services for Mini Bunker-2 at Rajhara Mechanised Mine",vehicle/equipment_hiring,GM(CC)/Mines/1130017676/CC-205(19-20)/LTE-12/171DATE:-20.05.2020,Bhilai Steel Plant,May 20 2020  2:00:00:000PM,May 26 2020 11:30:00:000AM, --  ,8
Hiring of covered Jeep (Toofan Deluxe/Cruiser Deluxe or its equivalent) for Mahamaya & Dulki Mines.,vehicle/equipment_hiring,GM(CC)/Mines/1130017932/CC-221(19-20)/LTE-09/136DATE:-14.05.2020,Bhilai Steel Plant,May 15 2020  5:00:00:000PM,May 19 2020 11:30:00:000AM, --  ,8
"1st  Extension of date (Second attempt) for the tender of ""Hiring of equipment’s for excavation and transport work at Nandini Mine"".",vehicle/equipment_hiring,GM(CC)/Mines/CC-157(19-20)/1130016691/Ext-I(OTE-132)/19-20/3020   Date:- 20.03.2020,Bhilai Steel Plant,Mar 20 2020  5:00:00:000PM,Mar 31 2020 11:30:00:000AM, --  ,8
Hiring of equipment’s for excavation and transport work at Nandini Mine,vehicle/equipment_hiring,GM(CC)/Mines/CC-157(19-20)/1130016691/Ext-II(OTE-132)/20-21/121 Date:- 08.05.2020,Bhilai Steel Plant,May  9 2020 10:00:00:000AM,May 19 2020 11:30:00:000AM, --  ,8
Hiring of Shovel having minimum 2.5 cubic meter bucket capacity at Rajhara Mechanised Mine,vehicle/equipment_hiring,GM(CC)/Mines/CC-197(19-20)/1130017491/Ext-I(OTE-03)/20-21/126    Date:- 11.05.2020,Bhilai Steel Plant,May 11 2020  1:00:00:000PM,May 19 2020 11:30:00:000AM, --  ,8
Annual Maintenance Contract of Air Conditioning system along with Compressor oil filling and gas charging of HEM Equipments and AMW/TATA Tippers.,skilled_manpower,GM(CC)/Raj/1130016664/CC-123(19-20)/LTE-07/131DATE:-12.05.2020,Bhilai Steel Plant,May 12 2020  4:00:00:000PM,May 19 2020 11:30:00:000AM, --  ,6
ASSOCIATED CIVIL & ARCH. WORKS (Part –‘B’) FOR INTALLATION OF 1 NO. 120T CAPACITY ELECTRONIC-IN-MOTION RAIL WEIGH BRIDGE AT NANDINI MINES,skilled_manpower,GM(CC)/Raj/1130017268/CC-209(19-20)/LTR-11/170DATE:-19.05.2020,Bhilai Steel Plant,May 19 2020  6:00:00:000PM,May 26 2020 11:30:00:000AM, --  ,6
Hiring of Shovel having minimum 2.5 cubic meter bucket capacity at Rajhara Mechanised Mine.,vehicle/equipment_hiring,GM(CC)/Raj/1130017491/CC-197(19-20)/OTE-03 /72DATE: 28.04.2020,Bhilai Steel Plant,Apr 28 2020 12:00:00:000PM,May  5 2020 11:30:00:000AM, --  ,8
Undertaking a scientific study on the Studies on impact of Mining on agriculture around the mines of Iron Ore Complex (IOC) incorporating (Soil Analysis &    Crop Productivity Studies).,skilled_manpower,GM(CC)/Raj/1130017585/CC-176(19-20)/STE-10/151DATE:-15.05.2020,Bhilai Steel Plant,May 15 2020  6:00:00:000PM,Jun  2 2020 11:30:00:000AM, --  ,6
"Conveyor belt changing, belt jointing, rubber lagging of conveyor belt drums of   process Plants  of I.O.C. Rajhara.",skilled_manpower,GM(CC)/Raj/1130017716/CC-210(19-20)/LTE-06/92DATE: 04.05.2020,Bhilai Steel Plant,May  4 2020  1:00:00:000PM,May 12 2020 11:30:00:000AM, --  ,6
Conveying System of Boiler Coal from Junction House-1K of CPP-2 CO&CCD to intermediate storage area of NSPCL at Bhilai Steel Plant,none,"GM/PCC/TK/5(777)/2020/336,Date:11.03.2020",Bhilai Steel Plant,Mar 11 2020  4:00:00:000PM,Jun  1 2020 11:00:00:000AM,Corr,4
"SAIL/ BSP invites sealed bids from eligible/ prequalified bidders on Global Tender basis for the facilities “Installation of cold Billet cutting machine in Billet yard of Blooming & Billet Mill, SMS-III” on divisible turnkey basis.",skilled_manpower,GM/PCC/TK/5(778)/2020/445 Date: 21.04.2020,Bhilai Steel Plant,Apr 21 2020  4:00:00:000PM,May 20 2020 11:00:00:000AM,Corr,6
Support Facility to assist general maintenance at SSH & other areas of OHP of Gua Ore Mines,none,GOM/CC/20-21/LTE/007 Dt: 15.04.2020,Raw Materials Division (RMD),Apr 17 2020 10:00:00:000AM,May  4 2020  3:30:00:000PM, --  ,4
"Support Facility for cleaning of Grizzly at New Hopper N/L, S/L & below toggle plate of S/L, N/L at Jaw Crushe of OHP at Gua Ore Mines",none,GOM/CC/20-21/LTE/008 Dt: 15.04.2020,Raw Materials Division (RMD),Apr 17 2020 10:00:00:000AM,May  7 2020  3:30:00:000PM, --  ,4
Providing Fire Line Watchers for ensuring fire protection in and around the lease area of Gua Ore Mines,skilled_manpower,GOM/CC/20-21/LTE/020 Dt: 30.04.2020,Raw Materials Division (RMD),May  5 2020  8:00:00:000PM,May 18 2020  3:30:00:000PM, --  ,6
Hiring od 01 no. Diesel operated M&M Bolero DI of 2016 or any later model vehicle for 24 hrs deployment per day on hire basis for movement of CISF duty for 730 days,vehicle/equipment_hiring,GOM/CC/20-21/OTE/015 Dt: 23.04.2020,Raw Materials Division (RMD),Apr 28 2020  8:00:00:000PM,May 14 2020  3:30:00:000PM, --  ,8
"E-Tender for appointment of AMC for Maintenance of Railway Siding at Channasandra Warehouse, BANGALORE.",skilled_manpower,"Maintenance of Railway Siding at SAIL Warehouse, Channasandra, BANGALORE/2019-20/1",Central Marketing Organisations (SR),May 20 2020  2:00:00:000PM,Jun 10 2020  3:00:00:000PM, --  ,6
"Engagement of a Private Security Agency at SAIL-RMD, Manoharpur Ore Mines, Chiria",skilled_manpower,MOM/CC/NIT/2019-20/47 Dated 16-03-2020,Raw Materials Division (RMD),Mar 18 2020 10:00:00:000AM,May  5 2020  3:30:00:000PM,Corr,6
"Support Services for Civil Department, Manoharpur Ore Mines, Chiria",skilled_manpower,MOM/CC/NIT/2019-20/49 Date : 28-03-2020,Raw Materials Division (RMD),Mar 31 2020 10:00:00:000AM,Apr 22 2020  3:30:00:000PM, --  ,6
"Providing services for driver operation and other miscellaneous jobs of Mechanical & Housekeeping department at MOM, Chiria",skilled_manpower,MOM/CC/NIT/2020-21/02 Date : 11-04-2020,Raw Materials Division (RMD),Apr 14 2020 10:00:00:000AM,May  8 2020  3:30:00:000PM, --  ,6
"Support Services for F&A, L&L, GM Sectt., Contract Cell and MM Department of Manoharpur Ore Mines, Chiria",skilled_manpower,NIT  NO. : MOM/CC/NIT/2020-21/03 Date : 28-04-2020,Raw Materials Division (RMD),May  1 2020 10:00:00:000AM,Jun  2 2020  3:30:00:000PM, --  ,6
"Technological Painting of various structures, pipelines, tanks and conveyor galleries at all height & depths above and below ground level inside various working units/departments inside plant area",skilled_manpower,NIT No : DGM ( CC- W) / EBSI / Tech Services / EP- 2019200454 / LT / Date: 26.11.2019,Bhilai Steel Plant,Dec  6 2019  4:00:00:000PM,Mar 31 2020  2:00:00:000PM,Corr,6
Hiring Of Air Coolers For Various Shops,vehicle/equipment_hiring,NIT No : GM ( CC- W) / ACWE-Operation / EP- 2020200050 / LT / Date: 14.05.2020,Bhilai Steel Plant,May 15 2020 12:00:00:000PM,May 21 2020  2:00:00:000PM, --  ,8
Operation assistance for PCI works in BF- 8,none,NIT No : GM ( CC- W) / BF 8-Operation / EP- 2019301002 / OT / Date: 05.03.2020,Bhilai Steel Plant,Mar 10 2020  1:00:00:000PM,May 28 2020  2:00:00:000PM,Corr,4
"MECHANICAL JOBS OF CRACK REPAIR IN THE TUYERE ZONE, UPPER HEARTH BOTTOM HORIZONTAL AREA BELLOW TAPHOLE AND STACK AREA OF BF-1 TO 7 (EXCEPT BF 2 & 3).",skilled_manpower,NIT No : GM ( CC- W) / BF-Mech Maint / EP- 2019200697 / LT / Date: 20.03.2020,Bhilai Steel Plant,Mar 26 2020 12:00:00:000PM,Apr 23 2020  2:00:00:000PM,Corr,6
REPAIRING OF JN.7 C1 TRIPPER CAR TRACK OF BF-7,skilled_manpower,NIT No : GM ( CC- W) / BF-Mech Maint / EP- 2020200005 / LT / Date: 02.05.2020,Bhilai Steel Plant,May  6 2020  6:00:00:000PM,May 19 2020  2:00:00:000PM, --  ,6
CHANGING OF RAIL TRACK (LT) OF CPY CRANE NO.1 TO 4 (4 NOS.) OF BLAST FURACES.,skilled_manpower,NIT No : GM ( CC- W) / BF-Mech Maint / EP- 2020200036 / LT / Date: 24.04.2020,Bhilai Steel Plant,Apr 29 2020  4:00:00:000PM,May  7 2020  2:00:00:000PM, --  ,6
OPERATIONS & MAINTENANCE ASSISTANCE FOR PIG CASTING MACHINE POURING OF HOT METAL INCLUDING PIG CASTING YARD.,skilled_manpower,NIT No : GM ( CC- W) / BF-Operation / EP- 2019301031 / OT / Date: 21.03.2020,Bhilai Steel Plant,Mar 28 2020  6:00:00:000PM,May 28 2020  2:00:00:000PM,Corr,6
Cleaning of settling tanks ( 6 Nos.) of CHSGP of BF-7,unskilled_manpower ,NIT No : GM ( CC- W) / BF-Operation / EP- 2020300081 / LTR / Date: 01.05.2020,Bhilai Steel Plant,May  2 2020  5:00:00:000PM,May 12 2020  2:00:00:000PM, --  ,7
"MECHANICAL MAINTENANCE OF TORPEDO LADLE CAR AND HEATING SYSTEM, BF#8",skilled_manpower,NIT No : GM ( CC- W) / BF8-Mech Maint / EP- 2019301024 / LTR / Date: 21.03.2020,Bhilai Steel Plant,Mar 23 2020  5:00:00:000PM,Apr  9 2020  2:00:00:000PM,Corr,6
Miscellaneous maintenance activities in Horticulture section through HSLT manpower,unskilled_manpower ,NIT No : GM ( CC- W) / Civil Engg Dept / EP- 2019301005 / LTR / Date: 18.03.2020,Bhilai Steel Plant,Mar 19 2020  2:00:00:000PM,Mar 24 2020  2:00:00:000PM, --  ,7
"Assistance for all types of miscellaneous maintenance, repair and related activities for Zone 3 & 4 area of CED",skilled_manpower,NIT No : GM ( CC- W) / Civil Engg Dept / EP- 2019301026 / LTR / Date: 24.03.2020,Bhilai Steel Plant,Mar 31 2020  7:00:00:000PM,Apr 16 2020  2:00:00:000PM, --  ,6
"PLANNED PREVENTIVE MAINTENANCE OF CRITICAL EQUIPMENTS AND REPLACEMENT OF TECHNOLOGICAL & BUILDING STRUCTURES IN ASP # 2, GCP # 1 & 2 AND BRP # 1 & 2 OF CCD",skilled_manpower,NIT No : GM ( CC- W) / Coal Chem-Mech Mnt / EP- 2020200007 / LT / Date: 09.05.2020,Bhilai Steel Plant,May 18 2020 12:00:00:000PM,May 28 2020  2:00:00:000PM, --  ,6
Providing assistance for maintenance and up-keep of the Battery CRG-Mechanical,skilled_manpower,NIT No : GM ( CC- W) / Coke Oven-Cap Repair / EP- 2019301022 / OT / Date: 18.03.2020,Bhilai Steel Plant,Mar 23 2020  2:00:00:000PM,May 21 2020  2:00:00:000PM,Corr,6
"Repair, regulation and maintenace of doors and leveller window of battery # 1",skilled_manpower,NIT No : GM ( CC- W) / Coke Oven-Cap Repair / EP- 2020300009 / LTR / Date: 28.04.2020,Bhilai Steel Plant,Apr 30 2020  6:00:00:000PM,May 14 2020  2:00:00:000PM, --  ,6
"Replacement of Coke Pusher Track, Charging Car Track & Door Extractor Rail Track of Batt # 1-11.(excluding Batt no- 2, 7 & 8)",skilled_manpower,NIT No : GM ( CC- W) / Coke Oven-Cap Repair / EP- 2020300092 / LTR / Date: 05.05.2020,Bhilai Steel Plant,May 16 2020  6:00:00:000PM,May 28 2020  2:00:00:000PM, --  ,6
Revamping jobs in COB#2 machines Mode,none,NIT No : GM ( CC- W) / Coke Oven-COB2CR / EP- 2020200006 / LT / Date: 09.05.2020,Bhilai Steel Plant,May 18 2020 12:00:00:000PM,May 28 2020  2:00:00:000PM, --  ,4
AMC for upkeep of radar based oven identification and machines interlocking system in coke oven Battery # 9 & 10 in CO & CCD as per scope of work.,skilled_manpower,NIT No : GM ( CC- W) / Coke Oven-Electr Mnt / EP- 2019200693 / Prop / Date: 05.03.2020,Bhilai Steel Plant,Mar 17 2020  6:00:00:000PM,Mar 26 2020  2:00:00:000PM, --  ,6
Providing assistance for Electrical Maintenance jobs of various equipment and machines of CO & CCD. Details of jobs as per scope of work.,skilled_manpower,NIT No : GM ( CC- W) / Coke Oven-Electr Mnt / EP- 2020300001 / OT / Date: 01.04.2020,Bhilai Steel Plant,Apr 10 2020  4:00:00:000PM,May  5 2020  2:00:00:000PM, --  ,6
REVAMPING OF QUENCHING CAR WAGON AND REPAIR OF CRANE AND TELPHERS IN MRS,skilled_manpower,NIT No : GM ( CC- W) / Coke Oven-Mech Mnt / EP- 2019200659 / LT / Date: 04.03.2020,Bhilai Steel Plant,Mar 12 2020 12:00:00:000PM,Mar 24 2020  2:00:00:000PM, --  ,6
ASSISTING IN BATTERY MACHINES MECHANICAL MAINTENANCE JOBS IN COB-1-11 & CDCP IN CO&CCD,skilled_manpower,NIT No : GM ( CC- W) / Coke Oven-Mech Mnt / EP- 2020300024 / OT / Date: 08.04.2020,Bhilai Steel Plant,Apr 15 2020  4:00:00:000PM,May 19 2020  2:00:00:000PM,Corr,6
Providing assistance in carrying Battery operations and upkeep in taller Batteries (7 mtrs.),skilled_manpower,NIT No : GM ( CC- W) / Coke Oven-Operation / EP- 2019300999 / OT / Date: 23.03.2020,Bhilai Steel Plant,Apr 10 2020  6:00:00:000PM,May 12 2020  2:00:00:000PM, --  ,6
"Providing assistance in carrying operations and upkeep of Coke Dry Cooling Plant (CDCP) and its Coke Conveying system of COB-11 , BSP",skilled_manpower,NIT No : GM ( CC- W) / Coke Oven-Operation / EP- 2019301000 / OT / Date: 24.03.2020,Bhilai Steel Plant,Apr  2 2020 10:00:00:000AM,May  5 2020  2:00:00:000PM, --  ,6
Providing assistance in carrying operational jobs in CHP & CPP-II (existing units) of CO&CCD,none,NIT No : GM ( CC- W) / Coke Oven-Operation / EP- 2020200034 / LT / Date: 23.04.2020,Bhilai Steel Plant,Apr 28 2020  7:00:00:000PM,May 12 2020  2:00:00:000PM, --  ,4
"TECHNOLOGICAL CLEANING OF OVEN DOORS AND DOOR FRAMES INCLUDING CLEANING OF SOLE, ARMOUR FRAME AND WINDOWS AS PER SCOPE OF WORK IN COB 1-8.",skilled_manpower,NIT No : GM ( CC- W) / Coke Oven-Operation / EP- 2020200035 / LT / Date: 23.04.2020,Bhilai Steel Plant,Apr 27 2020  6:00:00:000PM,May 12 2020  2:00:00:000PM, --  ,6
Cleaning of Pockets of Coal Towers and Silos in CO & CCD.,unskilled_manpower ,NIT No : GM ( CC- W) / Coke Oven-Operation / EP- 2020300039 / LTR / Date: 22.04.2020,Bhilai Steel Plant,Apr 23 2020  6:00:00:000PM,May  7 2020  2:00:00:000PM, --  ,7
Providing assistance in carrying operational jobs in CHP & CPP-II (existing units) of CO&CCD.,none,NIT No : GM ( CC- W) / Coke Oven-Operation / EP- 2020300040 / OT / Date: 27.04.2020,Bhilai Steel Plant,Apr 30 2020  7:00:00:000PM,May 26 2020  2:00:00:000PM, --  ,4
Removal of tarpaulin covers from coal wagon at CO&CCD. Mode,unskilled_manpower ,NIT No : GM ( CC- W) / Coke Oven-Operation / EP- 2020300050 / OT / Date: 30.04.2020,Bhilai Steel Plant,May  4 2020 12:00:00:000PM,May 26 2020  2:00:00:000PM, --  ,7
"Sticky/wet coal repmoval from transfer chutes/hopper in conveing system, during monsoon in CHP & CPP-II of CO&CCD.",unskilled_manpower ,NIT No : GM ( CC- W) / Coke Oven-Operation / EP- 2020300093 / LTR / Date: 09.05.2020,Bhilai Steel Plant,May 14 2020  6:00:00:000PM,May 28 2020  2:00:00:000PM, --  ,7
"Jobs related to Hot conservation of running Battery No. 3 & 5""",skilled_manpower,NIT No : GM ( CC- W) / Coke Oven-Refractory / EP- 2020200008 / ST / Date: 09.05.2020,Bhilai Steel Plant,May 14 2020  6:00:00:000PM,May 21 2020  2:00:00:000PM, --  ,6
Repair of SMS-II LD Gas Holder,skilled_manpower,NIT No : GM ( CC- W) / EMD-Mech Maint / EP- 2020300026 / LTR / Date: 09.04.2020,Bhilai Steel Plant,Apr 17 2020  6:00:00:000PM,Apr 30 2020  2:00:00:000PM, --  ,6
Maintenance of BF-Gas Cleaning Plant(GCP)nos 1to7 & other areas equipments under EMD(Mech.),skilled_manpower,NIT No : GM ( CC- W) / EMD-Operation / EP- 2020300003 / LTR / Date: 17.04.2020,Bhilai Steel Plant,Apr 18 2020  5:00:00:000PM,Apr 30 2020  2:00:00:000PM, --  ,6
Replacement of Corroded HPMG pipeline DN1600mm and DN1600mm Disc Compensator in Rolling Mill area,skilled_manpower,NIT No : GM ( CC- W) / EMD-Operation / EP- 2020300004 / LTR / Date: 17.04.2020,Bhilai Steel Plant,Apr 20 2020  5:00:00:000PM,Apr 30 2020  2:00:00:000PM, --  ,6
Various Repair jobs of EMD,skilled_manpower,NIT No : GM ( CC- W) / EMD-Operation / EP- 2020300037 / LTR / Date: 21.04.2020,Bhilai Steel Plant,Apr 24 2020  7:00:00:000PM,May  7 2020  2:00:00:000PM, --  ,6
Gas Pipe Line Cladding,skilled_manpower,NIT No : GM ( CC- W) / EMD-Operation / EP- 2020300062 / LTR / Date: 27.04.2020,Bhilai Steel Plant,May  2 2020  6:00:00:000PM,May 14 2020  2:00:00:000PM, --  ,6
Hiring of Truck Mounted Boom Lift,vehicle/equipment_hiring,NIT No : GM ( CC- W) / EZ-Power Systems / EP- 2019200685 / LT / Date: 19.03.2020,Bhilai Steel Plant,Mar 21 2020  2:00:00:000PM,Apr  9 2020  2:00:00:000PM,Corr,8
AUTOMATIC MOULD LEVEL CONTROL SENSOR REPAIR,skilled_manpower,NIT No : GM ( CC- W) / Instr/Auto-Instr / EP- 2019200556 / Prop / Date: 10.01.2020,Bhilai Steel Plant,Mar 19 2020  3:00:00:000PM,Mar 31 2020  2:00:00:000PM, --  ,6
"MAINTENANCE CONTRACT FOR CONTINUOUS EMISSION MONITORS, LAND MAKE",skilled_manpower,NIT No : GM ( CC- W) / Instr/Auto-Instr / EP- 2019200711 / Prop / Date: 11.03.2020,Bhilai Steel Plant,Mar 19 2020  5:00:00:000PM,Mar 31 2020  2:00:00:000PM, --  ,6
:Repair of mechanical spares of Cranes of MRD,skilled_manpower,NIT No : GM ( CC- W) / MRD-Mech Maint / EP- 2020300002 / LTR / Date: 09.04.2020,Bhilai Steel Plant,Apr 15 2020  4:00:00:000PM,May  5 2020  2:00:00:000PM,Corr,6
